text,size
blockchain,1259
httpst,1102
ico,349
crypto,304
rt,244
bitcoin,221
cryptocurrency,221
ethereum,202
join,165
token,165
airdrop,153
presale,151
get,124
us,120
tokensale,117
ai,114
amp,108
technology,107
new,106
btc,95
live,95
eth,94
project,89
days,79
fintech,77
platform,77
iot,75
team,75
seed,74
sale,73
