"['mr', 'trump']",31174
"['trump', 'mr']",31174
"['mr', 'said']",25165
"['said', 'mr']",25165
"['mr', 'president']",16667
"['president', 'mr']",16667
"['mr', 'russia']",14422
"['russia', 'mr']",14422
"['mr', 'russian']",12012
"['russian', 'mr']",12012
"['said', 'trump']",11610
"['trump', 'said']",11610
"['advertisement', 'mr']",10833
"['mr', 'advertisement']",10833
"['mr', 'new']",10118
"['new', 'mr']",10118
"['mr', 'trumps']",9659
"['trumps', 'mr']",9659
"['president', 'trump']",8827
"['trump', 'president']",8827
"['russia', 'trump']",7409
"['trump', 'russia']",7409
"['mr', 'would']",7205
"['would', 'mr']",7205
"['president', 'said']",6197
"['said', 'president']",6197
"['russian', 'trump']",6143
"['trump', 'russian']",6143
"['russia', 'said']",6089
"['said', 'russia']",6089
"['new', 'trump']",5628
"['trump', 'new']",5628
"['russian', 'said']",5540
"['said', 'russian']",5540
"['advertisement', 'trump']",5456
"['trump', 'advertisement']",5456
"['trump', 'trumps']",5259
"['trumps', 'trump']",5259
"['advertisement', 'said']",4979
"['said', 'advertisement']",4979
"['new', 'said']",4719
"['said', 'new']",4719
"['russia', 'russian']",4581
"['russian', 'russia']",4581
"['president', 'russia']",3617
"['russia', 'president']",3617
"['trump', 'would']",3530
"['would', 'trump']",3530
"['said', 'would']",3247
"['would', 'said']",3247
"['said', 'trumps']",3189
"['trumps', 'said']",3189
"['president', 'russian']",3143
"['russian', 'president']",3143
"['advertisement', 'president']",2906
"['president', 'advertisement']",2906
"['new', 'president']",2802
"['president', 'new']",2802
"['advertisement', 'russia']",2623
"['russia', 'advertisement']",2623
"['president', 'trumps']",2558
"['trumps', 'president']",2558
"['advertisement', 'russian']",2465
"['russian', 'advertisement']",2465
"['new', 'russia']",2334
"['russia', 'new']",2334
"['advertisement', 'new']",2232
"['new', 'advertisement']",2232
"['president', 'would']",2169
"['would', 'president']",2169
"['russia', 'trumps']",2014
"['trumps', 'russia']",2014
"['new', 'russian']",1976
"['russian', 'new']",1976
"['russia', 'would']",1764
"['would', 'russia']",1764
"['russian', 'trumps']",1563
"['trumps', 'russian']",1563
"['advertisement', 'trumps']",1521
"['trumps', 'advertisement']",1521
"['new', 'trumps']",1494
"['trumps', 'new']",1494
"['new', 'would']",1465
"['would', 'new']",1465
"['advertisement', 'would']",1448
"['would', 'advertisement']",1448
"['russian', 'would']",1374
"['would', 'russian']",1374
"['trumps', 'would']",1099
"['would', 'trumps']",1099
